作者,詩名,內容
杜甫,一百五日夜對月,無家對寒食，有淚如金波。斫卻月中桂，清光應更多。仳離放紅蕊，想像嚬青蛾。牛女漫愁思，秋期猶渡河。
杜甫,獨酌成詩,燈花何太喜，酒綠正相親。醉裡從為客，詩成覺有神。兵戈猶在眼，儒術豈謀身。共被微官縛，低頭愧野人。
杜甫,憶弟二首,喪亂聞吾弟，饑寒傍濟州。人稀吾不到，兵在見何由。憶昨狂催走，無時病去憂。即今千種恨，惟共水東流。且喜河南定，不問鄴城圍。百戰今誰在，三年望汝歸。故園花自發，春日鳥還飛。斷絕人煙久，東西消息稀。
杜甫,遺懷,愁眼看霜露，寒城菊自花。天風隨斷柳，客淚墮清笳。水淨樓陰直，山昏塞日斜。夜來歸鳥儘，啼殺後棲鴉。
杜甫,鐵堂峽,山風吹遊子，縹緲乘險絕。峽形藏堂隍，壁色立積鐵。徑摩穹蒼蟠，石與厚地裂。修纖無垠竹，嵌空太始雪。威遲哀壑底，徒旅慘不悅。水寒長冰橫，我馬骨正折。生涯抵弧矢，盜賊殊未滅。飄蓬逾三年，回首肝肺熱。
杜甫,有客,患氣經時久，臨江卜宅新。喧卑方避俗，疏快頗宜人。有客過茅宇，呼兒正葛巾。自鋤稀菜甲，小摘為情親。
杜甫,徐卿二子歌,君不見徐卿二子生絕奇，感應吉夢相追隨。孔子釋氏親抱送，並是天上麒麟兒。大兒九齡色清澈，秋水為神玉為骨。小兒五歲氣食牛，滿堂賓客皆回頭。吾知徐公百不憂，積善袞袞生公侯。丈夫生兒有如此二雛者，名位豈肯卑微休。
杜甫,戲作花卿歌,成都猛將有花卿，學語小兒知姓名。用如快鶻風火生，見賊唯多身始輕。綿州副使著柘黃，我卿掃除即日平。子章髑髏血模糊，手提擲還崔大夫。李侯重有此節度，人道我卿絕世無。既稱絕世無，天子何不喚取守京都。
杜甫,戲贈友二首,元年建巳月，郎有焦校書。自誇足膂力，能騎生馬駒。一朝被馬踏，唇裂版齒無。壯心不肯已，欲得東擒胡。元年建巳月，官有王司直。馬驚折左臂，骨折麵如墨。駑駘漫深泥，何不避雨色。勸君休歎恨，未必不為福。
杜甫,通泉驛南去通泉縣十五裡山水作,"溪行衣自濕，亭午氣始散。冬溫蚊蚋在，人遠鳧鴨亂。

登頓生曾陰，欹傾出高岸。驛樓衰柳側，縣郭輕煙畔。

一川何綺麗，儘目窮壯觀。山色遠寂寞，江光夕滋漫。

傷時愧孔父，去國同王粲。我生苦飄零，所曆有嗟歎。


        "
杜甫,陪王侍禦同登東山最高頂，宴姚通泉，晚攜酒,姚公美政誰與儔，不減昔時陳太丘。邑中上客有柱史，多暇日陪驄馬遊。東山高頂羅珍羞，下顧城郭銷我憂。清江白日落欲儘，複攜美人登彩舟。笛聲憤怨哀中流，妙舞逶迤夜未休。燈前往往大魚出，聽曲低昂如有求。三更風起寒浪湧，取樂喧呼覺船重。滿空星河光破碎，四座賓客色不動。請公臨深莫相違，回船罷酒上馬歸。人生歡會豈有極，無使霜過沾人衣。
杜甫,橫吹曲辭·前出塞九首,戚戚去故裡，悠悠赴交河。公家有程期，亡命嬰禍羅。君已富土境，開邊一何多。棄絕父母恩，吞聲行負戈。出門日已遠，不受徒旅欺。骨肉恩豈斷，男兒死無時。走馬脫轡頭，手中挑青絲。捷下萬仞岡，俯身試搴旗。磨刀嗚咽水，水赤刃傷手。欲輕腸斷聲，心緒亂已久。丈夫誓許國，憤惋複何有。功名圖麒麟，戰骨當速朽。送徒既有長，遠戍亦有身。生死向前去，不勞吏怒嗔。路逢相識人，附書與六親。哀哉兩決絕，不複同苦辛。迢迢萬餘裡，領我赴三軍。軍中異苦樂，主將寧儘聞。隔河見胡騎，倏忽數百群。我始為奴仆，幾時樹功勳。挽弓當挽強，用箭當用長。射人先射馬，擒賊先擒王。殺人亦有限，列國自有疆。苟能製侵陵，豈在多殺傷。驅馬天雨雪，軍行入高山。徑危抱寒石，指落曾冰間。已去漢月遠，何時築城還。浮雲暮南征，可望不可攀。單於寇我壘，百裡風塵昏。雄劍四五動，彼軍為我奔。虜其名王歸，係頸授轅門。潛身備行列，一勝何足論。從軍十年餘，能無分寸功。眾人貴苟得，欲語羞雷同。中原有鬥爭，況在狄與戎。丈夫四方誌，安可辭固窮。
杜甫,悲青阪,我軍青阪在東門，天寒飲馬太白窟。黃頭奚兒日向西，數騎彎弓敢馳突。山雪河冰野蕭瑟，青是烽煙白是骨。焉得附書與我軍，忍待明年莫倉卒。
杜甫,幽人,孤雲亦群遊，神物有所歸。麟鳳在赤霄，何當一來儀。往與惠荀輩，中年滄洲期。天高無消息，棄我忽若遺。內懼非道流，幽人見瑕疵。洪濤隱語笑，鼓枻蓬萊池。崔嵬扶桑日，照耀珊瑚枝。風帆倚翠蓋，暮把東皇衣。咽漱元和津，所思煙霞微。知名未足稱，局促商山芝。五湖複浩蕩，歲暮有餘悲。
杜甫,發秦州（乾元二年，自秦州赴同穀縣紀行）,我衰更懶拙，生事不自謀。無食問樂土，無衣思南州。漢源十月交，天氣涼如秋。草木未黃落，況聞山水幽。栗亭名更佳，下有良田疇。充腸多薯蕷，崖蜜亦易求。密竹複冬筍，清池可方舟。雖傷旅寓遠，庶遂平生遊。此邦俯要衝，實恐人事稠。應接非本性，登臨未銷憂。谿穀無異石，塞田始微收。豈複慰老夫，惘然難久留。日色隱孤戍，烏啼滿城頭。中宵驅車去，飲馬寒塘流。磊落星月高，蒼茫雲霧浮。大哉乾坤內，吾道長悠悠。
杜甫,南池（在閬中縣東南，即彭道將魚池）,崢嶸巴閬間，所向儘山穀。安知有蒼池，萬頃浸坤軸。呀然閬城南，枕帶巴江腹。芰荷入異縣，粳稻共比屋。皇天不無意，美利戒止足。高田失西成，此物頗豐熟。清源多眾魚，遠岸富喬木。獨歎楓香林，春時好顏色。南有漢王祠，終朝走巫祝。歌舞散靈衣，荒哉舊風俗。高堂亦明王，魂魄猶正直。不應空陂上，縹緲親酒食。淫祀自古昔，非唯一川瀆。乾戈浩茫茫，地僻傷極目。平生江海興，遭亂身局促。駐馬問漁舟，躊躇慰羈束。
杜甫,閬山歌,閬州城東靈山白，閬州城北玉台碧。鬆浮欲儘不儘雲，江動將崩未崩石。那知根無鬼神會，已覺氣與嵩華敵。中原格鬥且未歸，應結茅齋看青壁。
杜甫,莫相疑行,男兒生無所成頭皓白，牙齒欲落真可惜。憶獻三賦蓬萊宮，自怪一日聲輝赫。集賢學士如堵牆，觀我落筆中書堂。往時文彩動人主，此日饑寒趨路旁。晚將末契托年少，當麵輸心背麵笑。寄謝悠悠世上兒，不爭好惡莫相疑。
杜甫,客堂,憶昨離少城，而今異楚蜀。舍舟複深山，窅窕一林麓。棲泊雲安縣，消中內相毒。舊疾甘載來，衰年得無足。死為殊方鬼，頭白免短促。老馬終望雲，南雁意在北。彆家長兒女，欲起慚筋力。客堂序節改，具物對羈束。石暄蕨芽紫，渚秀蘆筍綠。巴鶯紛未稀，徼麥早向熟。悠悠日動江，漠漠春辭木。台郎選才俊，自顧亦已極。前輩聲名人，埋冇何所得。居然綰章紱，受性本幽獨。平生憩息地，必種數竿竹。事業隻濁醪，營葺但草屋。上公有記者，累奏資薄祿。主憂豈濟時，身遠彌曠職。循文廟算正，獻可天衢直。尚想趨朝廷，毫發裨社稷。形骸今若是，進退委行色。
杜甫,牽牛織女,牽牛出河西，織女處其東。萬古永相望，七夕誰見同。神光意難候，此事終蒙朧。颯然精靈合，何必秋遂通。亭亭新妝立，龍駕具曾空。世人亦為爾，祈請走兒童。稱家隨豐儉，白屋達公宮。膳夫翊堂殿，鳴玉淒房櫳。曝衣遍天下，曳月揚微風。蛛絲小人態，曲綴瓜果中。初筵裛重露，日出甘所終。嗟汝未嫁女，秉心鬱忡忡。防身動如律，竭力機杼中。雖無姑舅事，敢昧織作功。明明君臣契，咫尺或未容。義無棄禮法，恩始夫婦恭。小大有佳期，戒之在至公。方圓苟齟齬，丈夫多英雄。
杜甫,醉為馬墜，諸公攜酒相看,甫也諸侯老賓客，罷酒酣歌拓金戟。騎馬忽憶少年時，散蹄迸落瞿塘石。白帝城門水雲外，低身直下八千尺。粉堞電轉紫遊韁，東得平岡出天壁。江村野堂爭入眼，垂鞭嚲鞚淩紫陌，向來皓首驚萬人。自倚紅顏能騎射。安知決臆追風足，朱汗驂驔猶噴玉。不虞一蹶終損傷，人生快意多所辱。職當憂戚伏衾枕，況乃遲暮加煩促。明知來問腆我顏，杖藜強起依僮仆。語儘還成開口笑，提攜彆掃清溪曲。酒肉如山又一時，初筵哀絲動豪竹。共指西日不相貸，喧呼且覆杯中淥。何必走馬來為問，君不見嵇康養生遭殺戮。
杜甫,北風,北風破南極，朱鳳日威垂。洞庭秋欲雪，鴻雁將安歸。十年殺氣盛，六合人煙稀。吾慕漢初老，時清猶茹芝。
杜甫,客從,客從南溟來，遺我泉客珠。珠中有隱字，欲辨不成書。緘之篋笥久，以俟公家須。開視化為血，哀今征斂無。
杜甫,白馬,白馬東北來，空鞍貫雙箭。可憐馬上郎，意氣今誰見。近時主將戮，中夜商於戰。喪亂死多門，嗚呼淚如霰。
杜甫,惜彆行，送向卿進奉端午禦衣之上都,肅宗昔在靈武城，指揮猛將收鹹京。向公泣血灑行殿，佐佑卿相乾坤平。逆胡冥寞隨煙燼，卿家兄弟功名震。麒麟圖畫鴻雁行，紫極出入黃金印。尚書勳業超千古，雄鎮荊州繼吾祖。裁縫雲霧成禦衣，拜跪題封向端午。向卿將命寸心赤，青山落日江潮白。卿到朝廷說老翁，漂零已是滄浪客。
杜甫,醉歌行，贈公安顏少府請顧八題壁,神仙中人不易得，顏氏之子才孤標。天馬長鳴待駕馭，秋鷹整翮當雲霄。君不見東吳顧文學，君不見西漢杜陵老。詩家筆勢君不嫌，詞翰升堂為君掃。是日霜風凍七澤，烏蠻落照銜赤壁。酒酣耳熱忘頭白，感君意氣無所惜，一為歌行歌主客。
杜甫,嶽麓山道林二寺行,玉泉之南麓山殊，道林林壑爭盤紆。寺門高開洞庭野，殿腳插入赤沙湖。五月寒風冷佛骨，六時天樂朝香爐。地靈步步雪山草，僧寶人人滄海珠。塔劫宮牆壯麗敵，香廚鬆道清涼俱。蓮花交響共命鳥，金榜雙回三足烏。方丈涉海費時節，懸圃尋河知有無。暮年且喜經行近，春日兼蒙暄暖扶。飄然斑白身奚適，傍此煙霞茅可誅。桃源人家易製度，橘洲田土仍膏腴。潭府邑中甚淳古，太守庭內不喧呼。昔遭衰世皆晦跡，今幸樂國養微軀。依止老宿亦未晚，富貴功名焉足圖。久為野客尋幽慣，細學何顒免興孤。一重一掩吾肺腑，山鳥山花吾友於。宋公放逐曾題壁，物色分留與老夫。
杜甫,初月,光細弦豈上，影斜輪未安。微升古塞外，已隱暮雲端。河漢不改色，關山空自寒。庭前有白露，暗滿菊花團。
杜甫,有感五首,將帥蒙恩澤，兵戈有歲年。至今勞聖主，可以報皇天。白骨新交戰，雲台舊拓邊。乘槎斷消息，無處覓張騫。幽薊餘蛇豕，乾坤尚虎狼。諸侯春不貢，使者日相望。慎勿吞青海，無勞問越裳。大君先息戰，歸馬華山陽。洛下舟車入，天中貢賦均。日聞紅粟腐，寒待翠華春。莫取金湯固，長令宇宙新。不過行儉德，盜賊本王臣。丹桂風霜急，青梧日夜凋。由來強乾地，未有不臣朝。受鉞親賢往，卑宮製詔遙。終依古封建，豈獨聽簫韶。盜滅人還亂，兵殘將自疑。登壇名絕假，報主爾何遲。領郡輒無色，之官皆有詞。願聞哀痛詔，端拱問瘡痍。
杜甫,秋日夔府詠懷奉寄鄭監李賓客一百韻,絕塞烏蠻北，孤城白帝邊。飄零仍百裡，消渴已三年。雄劍鳴開匣，群書滿係船。亂離心不展，衰謝日蕭然。筋力妻孥問，菁華歲月遷。登臨多物色，陶冶賴詩篇。峽束滄江起，岩排石樹圓。拂雲霾楚氣，朝海蹴吳天。煮井為鹽速，燒畬度地偏。有時驚疊嶂，何處覓平川。鸂鶒雙雙舞，獼猿壘壘懸。碧蘿長似帶，錦石小如錢。春草何曾歇，寒花亦可憐。獵人吹戍火，野店引山泉。喚起搔頭急，扶行幾屐穿。兩京猶薄產，四海絕隨肩。幕府初交辟，郎官幸備員。瓜時猶旅寓，萍泛苦夤緣。藥餌虛狼藉，秋風灑靜便。開襟驅瘴癘，明目掃雲煙。高宴諸侯禮，佳人上客前。哀箏傷老大，華屋豔神仙。南內開元曲，常時弟子傳。法歌聲變轉，滿座涕潺湲。吊影夔州僻，回腸杜曲煎。即今龍廄水，莫帶犬戎膻。耿賈扶王室，蕭曹拱禦筵。乘威滅蜂蠆，戮力效鷹鸇。舊物森猶在，凶徒惡未悛。國須行戰伐，人憶止戈鋋。奴仆何知禮，恩榮錯與權。胡星一彗孛，黔首遂拘攣。哀痛絲綸切，煩苛法令蠲。業成陳始王，兆喜出於畋。宮禁經綸密，台階翊戴全。熊羆載呂望，鴻雁美周宣。側聽中興主，長吟不世賢。音徽一柱數，道裡下牢千。鄭李光時論，文章並我先。陰何尚清省，沈宋欻聯翩。律比昆侖竹，音知燥濕弦。風流俱善價，愜當久忘筌。置驛常如此，登龍蓋有焉。雖雲隔禮數，不敢墜周旋。高視收人表，虛心味道玄。馬來皆汗血，鶴唳必青田。羽翼商山起，蓬萊漢閣連。管寧紗帽淨，江令錦袍鮮。東郡時題壁，南湖日扣舷。遠遊淩絕境，佳句染華箋。每欲孤飛去，徒為百慮牽。生涯已寥落，國步乃迍邅。衾枕成蕪冇，池塘作棄捐。彆離憂怛怛，伏臘涕漣漣。露菊班豐鎬，秋蔬影澗瀍。共誰論昔事，幾處有新阡。富貴空回首，喧爭懶著鞭。兵戈塵漠漠，江漢月娟娟。局促看秋燕，蕭疏聽晚蟬。雕蟲蒙記憶，烹鯉問沈綿。卜羨君平杖，偷存子敬氈。囊虛把釵釧，米儘坼花鈿。甘子陰涼葉，茅齋八九椽。陣圖沙北岸，市暨瀼西巔。羈絆心常折，棲遲病即痊。紫收岷嶺芋，白種陸池蓮。色好梨勝頰，穰多栗過拳。敕廚唯一味，求飽或三鱣。兒去看魚笱，人來坐馬韉。縛柴門窄窄，通竹溜涓涓。塹抵公畦棱，村依野廟壖。缺籬將棘拒，倒石賴藤纏。借問頻朝謁，何如穩醉眠。誰雲行不逮，自覺坐能堅。霧雨銀章澀，馨香粉署妍。紫鸞無近遠，黃雀任翩翾。困學違從眾，明公各勉旃。聲華夾宸極，早晚到星躔。懇諫留匡鼎，諸儒引服虔。不逢輸鯁直，會是正陶甄。宵旰憂虞軫，黎元疾苦駢。雲台終日畫，青簡為誰編。行路難何有，招尋興已專。由來具飛楫，暫擬控鳴弦。身許雙峰寺，門求七祖禪。落帆追宿昔，衣褐向真詮。安石名高晉，昭王客赴燕。途中非阮籍，查上似張騫。披拂雲寧在，淹留景不延。風期終破浪，水怪莫飛涎。他日辭神女，傷春怯杜鵑。淡交隨聚散，澤國繞回旋。本自依迦葉，何曾藉偓佺。爐峰生轉盼，橘井尚高褰。東走窮歸鶴，南征儘跕鳶。晚聞多妙教，卒踐塞前愆。顧凱丹青列，頭陀琬琰鐫。眾香深黯黯，幾地肅芊芊。勇猛為心極，清羸任體孱。金篦空刮眼，鏡象未離銓。
杜甫,寄劉峽州伯華使君四十韻,峽內多雲雨，秋來尚鬱蒸。遠山朝白帝，深水謁彝陵。遲暮嗟為客，西南喜得朋。哀猿更起坐，落雁失飛騰。伏枕思瓊樹，臨軒對玉繩。青鬆寒不落，碧海闊逾澄。昔歲文為理，群公價儘增。家聲同令聞，時論以儒稱。太後當朝肅，多才接跡升。翠虛捎魍魎，丹極上鶤鵬。宴引春壺滿，恩分夏簟冰。雕章五色筆，紫殿九華燈。學並盧王敏，書偕褚薛能。老兄真不墜，小子獨無承。近有風流作，聊從月繼征。放蹄知赤驥，捩翅服蒼鷹。卷軸來何晚，襟懷庶可憑。會期吟諷數，益破旅愁凝。雕刻初誰料，纖毫欲自矜。神融躡飛動，戰勝洗侵淩。妙取筌蹄棄，高宜百萬層。白頭遺恨在，青竹幾人登。回首追談笑，勞歌跼寢興。年華紛已矣，世故莽相仍。刺史諸侯貴，郎官列宿應。潘生驂閣遠，黃霸璽書增。乳贙號攀石，饑鼯訴落藤。藥囊親道士，灰劫問胡僧。憑久烏皮折，簪稀白帽棱。林居看蟻穴，野食行魚罾。筋力交凋喪，飄零免戰兢。皆為百裡宰，正似六安丞。姹女縈新裹，丹砂冷舊秤。但求椿壽永，莫慮杞天崩。煉骨調情性，張兵撓棘矜。養生終自惜，伐數必全懲。政術甘疏誕，詞場愧服膺。展懷詩誦魯，割愛酒如澠。咄咄寧書字，冥冥欲避矰。江湖多白鳥，天地有青蠅。
杜甫,白露,白露團甘子，清晨散馬蹄。圃開連石樹，船渡入江溪。憑幾看魚樂，回鞭急鳥棲。漸知秋實美，幽徑恐多蹊。
杜甫,歸,束帶還騎馬，東西卻渡船。林中才有地，峽外絕無天。虛白高人靜，喧卑俗累牽。他鄉悅遲暮，不敢廢詩篇。
杜甫,樓上,天地空搔首，頻抽白玉簪。皇輿三極北，身事五湖南。戀闕勞肝肺，論材愧杞楠。亂離難自救，終是老湘潭。
杜甫,歸雁二首,萬裡衡陽雁，今年又北歸。雙雙瞻客上，一一背人飛。雲裡相呼疾，沙邊自宿稀。係書元浪語，愁寂故山薇。欲雪違胡地，先花彆楚雲。卻過清渭影，高起洞庭群。塞北春陰暮，江南日色曛。傷弓流落羽，行斷不堪聞。
杜甫,虢國夫人（一作《張祜集》靈台二首之一）,"虢國夫人承主恩，平明騎馬入宮門。卻嫌脂粉汙顏色，淡掃峨眉朝至尊。 
        "
杜甫,規雁,東來千裡客，亂定幾年歸。腸斷江城雁，高高正北飛。
杜甫,巳上人茅齋,"巳公茅屋下，可以賦新詩。
枕簟入林僻，茶瓜留客遲。

江蓮搖白羽，天棘夢青絲。
空忝許詢輩，難酬支遁詞。


        "
杜甫,房兵曹胡馬詩,胡馬大宛名，鋒棱瘦骨成。竹批雙耳峻，風入四蹄輕。所向無空闊，真堪托死生。驍騰有如此，萬裡可橫行。
杜甫,送裴二虯尉永嘉,"孤嶼亭何處，天涯水氣中。故人官就此，絕境與誰同。隱吏逢梅福，看山憶謝公。扁舟吾已僦，把釣待秋風。
        "
杜甫,寄高三十五書記,歎惜高生老，新詩日又多。美名人不及，佳句法如何？主將收才子，崆峒足凱歌。聞君已朱紱，且得慰蹉跎。
杜甫,奉贈鮮於京兆二十韻,"王國稱多士，賢良複幾人。
異才應間出，爽氣必殊倫。

始見張京兆，宜居漢近臣。
驊騮開道路，雕鶚離風塵。

侯伯知何等，文章實致身。
奮飛超等級，容易失沈淪。

脫略磻溪釣，操持郢匠斤。
雲霄今已逼，台袞更誰親。

鳳穴雛皆好，龍門客又新。
義聲紛感激，敗績自逡巡。

途遠欲何向，天高難重陳。
學詩猶孺子，鄉賦念嘉賓。

不得同晁錯，籲嗟後郤詵。
計疏疑翰墨，時過憶鬆筠。

獻納紆皇眷，中間謁紫宸。
且隨諸彥集，方覬薄才伸。

破膽遭前政，陰謀獨秉鈞。
微生沾忌刻，萬事益酸辛。

交合丹青地，恩傾雨露辰。
有儒愁餓死，早晚報平津。


        "
杜甫,城西陂泛舟,青蛾皓齒在樓船，橫笛短簫悲遠天。春風自信牙檣動，遲日徐看錦纜牽。魚吹細浪搖歌扇，燕蹴飛花落舞筵。不有小舟能蕩槳，百壺那送酒如泉？
杜甫,題李尊師鬆樹障子歌,老夫清晨梳白頭，玄都道士來相訪。握發呼兒延入戶，手提新畫青鬆障。障子鬆林靜杳冥，憑軒忽若無丹青。陰崖卻承霜雪乾，偃蓋反走虯龍形。老夫平生好奇古，對此興與精靈聚。已知仙客意相親，更覺良工心獨苦。鬆下丈人巾屨同，偶坐似是商山翁。悵望聊歌紫芝曲，時危慘澹來悲風。
杜甫,題鄭縣亭子,鄭縣亭子澗之濱，戶牖憑高發興新。雲斷嶽蓮臨大路，天晴宮柳暗長春。巢邊野雀群欺燕，花底山蜂遠趁人。更欲題詩滿青竹，晚來幽獨恐傷神。
杜甫,觀安西兵過赴關中待命二首,四鎮富精銳，摧鋒皆絕倫。還聞獻士卒，足以靜風塵。老馬夜知道，蒼鷹饑著人。臨危經久戰，用急始如神。奇兵不在眾，萬馬救中原。談笑無河北，心肝奉至尊。孤雲隨殺氣，飛鳥避轅門。竟日留歡樂，城池未覺喧。
杜甫,夏日歎,夏日出東北，陵天經中街。朱光徹厚地，鬱蒸何由開。上蒼久無雷，無乃號令乖。雨降不濡物，良田起黃埃。飛鳥苦熱死，池魚涸其泥。萬人尚流冗，舉目唯蒿萊。至今大河北，化作虎與豺。浩蕩想幽薊，王師安在哉。對食不能餐，我心殊未諧。眇然貞觀初，難與數子偕。
杜甫,立秋後題,日月不相饒，節序昨夜隔。玄蟬無停號，秋燕已如客。平生獨往願，惆悵年半百。罷官亦由人，何事拘形役。
杜甫,東樓,萬裡流沙道，西征過北門。但添新戰骨，不返舊征魂。樓角臨風迥，城陰帶水昏。傳聲看驛使，送節向河源。
杜甫,空囊,翠柏苦猶食，晨霞高可餐。世人共鹵莽，吾道屬艱難。不爨井晨凍，無衣床夜寒。囊空恐羞澀，留得一錢看。
杜甫,江漲,江漲柴門外，兒童報急流。下床高數尺，倚杖冇中洲。細動迎風燕，輕搖逐浪鷗。漁人縈小楫，容易拔船頭。
杜甫,可惜,花飛有底急，老去願春遲。可惜歡娛地，都非少壯時。寬心應是酒，遣興莫過詩。此意陶潛解，吾生後汝期。
杜甫,枯棕,蜀門多棕櫚，高者十八九。其皮割剝甚，雖眾亦易朽。徒布如雲葉，青黃歲寒後。交橫集斧斤，凋喪先蒲柳。傷時苦軍乏，一物官儘取。嗟爾江漢人，生成複何有。有同枯棕木，使我沈歎久。死者即已休，生者何自守。啾啾黃雀啅，側見寒蓬走。念爾形影乾，摧殘冇藜莠。
杜甫,梔子,梔子比眾木，人間誠未多。於身色有用，與道氣傷和。紅取風霜實，青看雨露柯。無情移得汝，貴在映江波。
杜甫,畏人,早花隨處發，春鳥異方啼。萬裡清江上，三年落日低。畏人成小築，褊性合幽棲。門徑從榛草，無心走馬蹄。
杜甫,大麥行,大麥乾枯小麥黃，婦女行泣夫走藏。東至集壁西梁洋，問誰腰鐮胡與羌。豈無蜀兵三千人，部領辛苦江山長。安得如鳥有羽翅，托身白雲還故鄉。
杜甫,越王樓歌,綿州州府何磊落，顯慶年中越王作。孤城西北起高樓，碧瓦朱甍照城郭。樓下長江百丈清，山頭落日半輪明。君王舊跡今人賞，轉見千秋萬古情。
杜甫,客亭,秋窗猶曙色，落木更天風。日出寒山外，江流宿霧中。聖朝無棄物，老病已成翁。多少殘生事，飄零似轉蓬。
杜甫,過郭代公故宅,豪俊初未遇，其跡或脫略。代公尉通泉，放意何自若。及夫登袞冕，直氣森噴薄。磊落見異人，豈伊常情度。定策神龍後，宮中翕清廓。俄頃辨尊親，指揮存顧托。群公有慚色，王室無削弱。迥出名臣上，丹青照台閣。我行得遺跡，池館皆疏鑿。壯公臨事斷，顧步涕橫落。高詠寶劍篇，神交付冥漠。
杜甫,萬丈潭,青溪合冥莫，神物有顯晦。龍依積水蟠，窟壓萬丈內。跼步淩垠堮，側身下煙靄。前臨洪濤寬，卻立蒼石大。山色一徑儘，崖絕兩壁對。削成根虛無，倒影垂澹瀩。黑如灣澴底，清見光炯碎。孤雲倒來深，飛鳥不在外。高蘿成帷幄，寒木累旌旆。遠川曲通流，嵌竇潛泄瀨。造幽無人境，發興自我輩。告歸遺恨多，將老斯遊最。閉藏修鱗蟄，出入巨石礙。何事暑天過，快意風雨會。
杜甫,彆蔡十四著作,賈生慟哭後，寥落無其人。安知蔡夫子，高義邁等倫。獻書謁皇帝，誌已清風塵。流涕灑丹極，萬乘為酸辛。天地則創痍，朝廷當正臣。異才複間出，周道日惟新。使蜀見知己，彆顏始一伸。主人薨城府，扶櫬歸鹹秦。巴道此相逢，會我病江濱。憶念鳳翔都，聚散俄十春。我衰不足道，但願子意陳。稍令社稷安，自契魚水親。我雖消渴甚，敢忘帝力勤。尚思未朽骨，複睹耕桑民。積水駕三峽，浮龍倚長津。揚舲洪濤間，仗子濟物身。鞍馬下秦塞，王城通北辰。玄甲聚不散，兵久食恐貧。窮穀無粟帛，使者來相因。若憑南轅吏，書劄到天垠。
杜甫,八哀詩·故秘書少監武功蘇公源明,武功少也孤，徒步客徐兗。讀書東嶽中，十載考墳典。時下萊蕪郭，忍饑浮雲巘。負米晚為身，每食臉必泫。夜字照爇薪，垢衣生碧蘚。庶以勤苦誌，報茲劬勞顯。學蔚醇儒姿，文包舊史善。灑落辭幽人，歸來潛京輦。射君東堂策，宗匠集精選。製可題未乾，乙科已大闡。文章日自負，吏祿亦累踐。晨趨閶闔內，足蹋宿昔趼。一麾出守還，黃屋朔風卷。不暇陪八駿，虜庭悲所遣。平生滿尊酒，斷此朋知展。憂憤病二秋，有恨石可轉。肅宗複社稷，得無逆順辨。範曄顧其兒，李斯憶黃犬。秘書茂鬆意，溟漲本末淺。青熒芙蓉劍，犀兕豈獨剸。反為後輩褻，予實苦懷緬。煌煌齋房芝，事絕萬手搴。垂之俟來者，正始征勸勉。不要懸黃金，胡為投乳畎。結交三十載，吾與誰遊衍。滎陽複冥莫，罪罟已橫罥。嗚呼子逝日，始泰則終蹇。長安米萬錢，凋喪儘餘喘。戰伐何當解，歸帆阻清沔。尚纏漳水疾，永負蒿裡餞。
杜甫,同元使君舂陵行,遭亂發儘白，轉衰病相嬰。沈綿盜賊際，狼狽江漢行。歎時藥力薄，為客羸瘵成。吾人詩家秀，博采世上名。粲粲元道州，前聖畏後生。觀乎舂陵作，欻見俊哲情。複覽賊退篇，結也實國楨。賈誼昔流慟，匡衡常引經。道州憂黎庶，詞氣浩縱橫。兩章對秋月，一字偕華星。致君唐虞際，純樸憶大庭。何時降璽書，用爾為丹青。獄訟永衰息，豈唯偃甲兵。淒惻念誅求，薄斂近休明。乃知正人意，不苟飛長纓。涼飆振南嶽，之子寵若驚。色阻金印大，興含滄浪清。我多長卿病，日夕思朝廷。肺枯渴太甚，漂泊公孫城。呼兒具紙筆，隱幾臨軒楹。作詩呻吟內，墨澹字欹傾。感彼危苦詞，庶幾知者聽。
杜甫,彆李義,神堯十八子，十七王其門。道國洎舒國，督唯親弟昆。中外貴賤殊，餘亦忝諸孫。丈人嗣三葉，之子白玉溫。道國繼德業，請從丈人論。丈人領宗卿，肅穆古製敦。先朝納諫諍，直氣橫乾坤。子建文筆壯，河間經術存。爾克富詩禮，骨清慮不喧。洗然遇知己，談論淮湖奔。憶昔初見時，小襦繡芳蓀。長成忽會麵，慰我久疾魂。三峽春冬交，江山雲霧昏。正宜且聚集，恨此當離尊。莫怪執杯遲，我衰涕唾煩。重問子何之，西上岷江源。願子少乾謁，蜀都足戎軒。誤失將帥意，不如親故恩。少年早歸來，梅花已飛翻。努力慎風水，豈惟數盤飧。猛虎臥在岸，蛟螭出無痕。王子自愛惜，老夫困石根。生彆古所嗟，發聲為爾吞。
